Tweets,CleanedTweets,remove_Emojis,remove_nonEnglish,remove_unrelated_chars,remove_stopwords,cleanTweets,polarity,subjectivity,sentiment,neg,neu,pos,compound
"@timhortonsuk Costa, Starbucks, Nero, your competition? Not McDonald’s, Burger King and KFC. #bringbackbaristacoffee (there’s 2 there, but you’re not iconic without the coffee)"," Costa, Starbucks, Nero, your competition? Not McDonald’s, Burger King and KFC.  (there’s 2 there, but you’re not iconic without the coffee)", Costa  Starbucks  Nero  your competition  Not McDonald s  Bur er Kin  and KFC    there s 2 there  but you re not iconic without the coffee , Costa  Starbucks  Nero  your competition  Not McDonald s  Bur er Kin  and KFC    there s  there  but you re not iconic without the coffee , Costa  Starbucks  Nero  your competition  Not McDonald s  Bur er Kin  and KFC    there s  there  but you re not iconic without the coffee ,Costa Starbucks Nero competition Not McDonald Bur er Kin KFC iconic without coffee,Costa Starbucks Nero competition Not McDonald Bur er Kin KFC iconic without coffee,0.5,0.5,neutral,0.0,1.0,0.0,0.0
"this man in costa just ordered an “iced espresso” then immediately came back to ask for a refund because it was “too strong” and he didn’t know it (coffee) would taste like that.

men make me so sad. help him","this man in costa just ordered an “iced espresso” then immediately came back to ask for a refund because it was “too strong” and he didn’t know it (coffee) would taste like that.

men make me so sad. help him",this man in costa just ordered an  iced espresso  then immediately came back to ask for a refund because it was  too stron   and he didn t know it  coffee  would taste like that   men make me so sad  help him,this man in costa just ordered an  iced espresso  then immediately came back to ask for a refund because it was  too stron   and he didn t know it  coffee  would taste like that   men make me so sad  help him,this man in costa just ordered an  iced espresso  then immediately came back to ask for a refund because it was  too stron   and he didn t know it  coffee  would taste like that   men make me so sad  help him,man costa ordered iced espresso immediately came back ask refund stron know coffee would taste like men make sad help,man costa ordered iced espresso immediately came back ask refund stron know coffee would taste like men make sad help,-0.25,0.5,positive,0.123,0.672,0.206,0.2732
Our Costa Coffee stores had a busy Bank Holiday weekend with the King's Coronation and the launch of our summer campaign! https://t.co/VqGlsiftrd,Our Costa Coffee stores had a busy Bank Holiday weekend with the King's Coronation and the launch of our summer campaign! ,Our Costa Coffee stores had a busy Bank Holiday weekend with the Kin  s Coronation and the launch of our summer campai n  ,Our Costa Coffee stores had a busy Bank Holiday weekend with the Kin  s Coronation and the launch of our summer campai n  ,Our Costa Coffee stores had a busy Bank Holiday weekend with the Kin  s Coronation and the launch of our summer campai n  ,Our Costa Coffee stores busy Bank Holiday weekend Kin Coronation launch summer campai n,Our Costa Coffee stores busy Bank Holiday weekend Kin Coronation launch summer campai n,0.1,0.3,positive,0.0,0.816,0.184,0.4019
@footbalIfights Elijah Wood at Costa Coffee? I thought he'd packed it in. What's he thinking? https://t.co/22dc708v0k, Elijah Wood at Costa Coffee? I thought he'd packed it in. What's he thinking? , Elijah Wood at Costa Coffee  I thou ht he d packed it in  What s he thinkin   , Elijah Wood at Costa Coffee  I thou ht he d packed it in  What s he thinkin   , Elijah Wood at Costa Coffee  I thou ht he d packed it in  What s he thinkin   ,Elijah Wood Costa Coffee I thou ht packed What thinkin,Elijah Wood Costa Coffee I thou ht packed What thinkin,0.0,0.0,neutral,0.0,1.0,0.0,0.0
costa coffee https://t.co/phMK7jR7vf https://t.co/pdfRpAxrPR,costa coffee  ,costa coffee  ,costa coffee  ,costa coffee  ,costa coffee,costa coffee,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@AnthonyTeasdale Great little venue… now a costa coffee 😔, Great little venue… now a costa coffee 😔, Great little venue  now a costa coffee  , Great little venue  now a costa coffee  , Great little venue  now a costa coffee  ,Great little venue costa coffee,Great little venue costa coffee,0.30625,0.625,positive,0.0,0.494,0.506,0.6249
"Coffee is best when shared 🧡

Tag your Costa-loving friend in the comments below and head over to try our all-new summer drinks.

#CostaCoffeeUAE #CostaCoffee #BeatTheHeat #Summer #Summertime #DubaiSummer https://t.co/PQoFY3Ylhb","Coffee is best when shared 🧡

Tag your Costa-loving friend in the comments below and head over to try our all-new summer drinks.

      ",Coffee is best when shared    Ta  your Costa lovin  friend in the comments below and head over to try our all new summer drinks         ,Coffee is best when shared    Ta  your Costa lovin  friend in the comments below and head over to try our all new summer drinks         ,Coffee is best when shared    Ta  your Costa lovin  friend in the comments below and head over to try our all new summer drinks         ,Coffee best shared Ta Costa lovin friend comments head try new summer drinks,Coffee best shared Ta Costa lovin friend comments head try new summer drinks,0.5681818181818181,0.37727272727272726,positive,0.0,0.505,0.495,0.8689
"Costa lotta for notta lotta.

Genuinely though, the coffee from Costa is shit. The hot chocolates and the coolers are good. https://t.co/8GRfXfzHny","Costa lotta for notta lotta.

Genuinely though, the coffee from Costa is shit. The hot chocolates and the coolers are good. ",Costa lotta for notta lotta   Genuinely thou h  the coffee from Costa is shit  The hot chocolates and the coolers are  ood  ,Costa lotta for notta lotta   Genuinely thou h  the coffee from Costa is shit  The hot chocolates and the coolers are  ood  ,Costa lotta for notta lotta   Genuinely thou h  the coffee from Costa is shit  The hot chocolates and the coolers are  ood  ,Costa lotta notta lotta Genuinely thou h coffee Costa shit The hot chocolates coolers ood,Costa lotta notta lotta Genuinely thou h coffee Costa shit The hot chocolates coolers ood,0.15,0.7166666666666668,negative,0.217,0.783,0.0,-0.5574
"Summer has arrived at Costa Coffee with our new whipped coffee range. Choose from Caramel, Vanilla and Chocolate 🧡💛🤎

#costacoffee https://t.co/7HsZBRPPrt","Summer has arrived at Costa Coffee with our new whipped coffee range. Choose from Caramel, Vanilla and Chocolate 🧡💛🤎

 ",Summer has arrived at Costa Coffee with our new whipped coffee ran e  Choose from Caramel  Vanilla and Chocolate       ,Summer has arrived at Costa Coffee with our new whipped coffee ran e  Choose from Caramel  Vanilla and Chocolate       ,Summer has arrived at Costa Coffee with our new whipped coffee ran e  Choose from Caramel  Vanilla and Chocolate       ,Summer arrived Costa Coffee new whipped coffee ran e Choose Caramel Vanilla Chocolate,Summer arrived Costa Coffee new whipped coffee ran e Choose Caramel Vanilla Chocolate,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0
"@DukaneAniruddha 
याला शूद्ध मराठीत शालजोडीतले जोडे मारणे असं म्हणतात
कशाला लाज काढून घेतो?
CCD मध्ये पहिल्यांदा गेला का?
CCD मध्ये मी २०१० पासून जात आहे
तुला मग 
Cafe Mocha
Starbucks
Barista
Costa Coffee
Brewberry's
मध्ये पोचायला अजून १०-१५ वर्षे आरामात जातील 😂😂😂😂😂 https://t.co/W8lfuC56no"," 
याला शूद्ध मराठीत शालजोडीतले जोडे मारणे असं म्हणतात
कशाला लाज काढून घेतो?
CCD मध्ये पहिल्यांदा गेला का?
CCD मध्ये मी २०१० पासून जात आहे
तुला मग 
Cafe Mocha
Starbucks
Barista
Costa Coffee
Brewberry's
मध्ये पोचायला अजून १०-१५ वर्षे आरामात जातील 😂😂😂😂😂 ",  य ल  श द ध मर ठ त श लज ड तल  ज ड  म रण  अस  म हणत त कश ल  ल ज क ढ न घ त   CCD मध य  पह ल य  द  ग ल  क   CCD मध य  म  २०१० प स न ज त आह  त ल  मग  Cafe Mocha Starbucks Barista Costa Coffee Brewberry s मध य  प च यल  अज न १० १५ वर ष  आर म त ज त ल       ,                                       CCD                CCD                   Cafe Mocha Starbucks Barista Costa Coffee Brewberry s                           ,                                       CCD                CCD                   Cafe Mocha Starbucks Barista Costa Coffee Brewberry s                           ,CCD CCD Cafe Mocha Starbucks Barista Costa Coffee Brewberry,CCD CCD Cafe Mocha Starbucks Barista Costa Coffee Brewberry,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@flloydthecat Hey, I want to assure you animal welfare is a key priority for Costa Coffee. We recognise our responsibility to work with suppliers who are also committed to best practice in animal welfare management and support continuous improvement in standards.(1/3)"," Hey, I want to assure you animal welfare is a key priority for Costa Coffee. We recognise our responsibility to work with suppliers who are also committed to best practice in animal welfare management and support continuous improvement in standards.(1/3)", Hey  I want to assure you animal welfare is a key priority for Costa Coffee  We reco nise our responsibility to work with suppliers who are also committed to best practice in animal welfare mana ement and support continuous improvement in standards  1 3 , Hey  I want to assure you animal welfare is a key priority for Costa Coffee  We reco nise our responsibility to work with suppliers who are also committed to best practice in animal welfare mana ement and support continuous improvement in standards    , Hey  I want to assure you animal welfare is a key priority for Costa Coffee  We reco nise our responsibility to work with suppliers who are also committed to best practice in animal welfare mana ement and support continuous improvement in standards    ,Hey I want assure animal welfare key priority Costa Coffee We reco nise responsibility work suppliers also committed best practice animal welfare mana ement support continuous improvement standards,Hey I want assure animal welfare key priority Costa Coffee We reco nise responsibility work suppliers also committed best practice animal welfare mana ement support continuous improvement standards,0.5,0.65,positive,0.0,0.572,0.428,0.9287
